"archivo","url","fecha_descarga","tamano_bytes","md5"
"hgnc_complete_set_2026-07-07.txt","https://storage.googleapis.com/public-download-files/hgnc/archive/archive/quarterly/tsv/hgnc_complete_set_2026-07-07.txt","2026-09-24 18:59",16913890,"cd41d33955722de9ac0e14a2557ef5fc"
